ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
218	LTNC113	D907.001	36	35.302543	-83.341682	Beasley Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999888889	0	0	0	0.000111111	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
219	LTNC12	WRC295.001	20	35.2826209	-82.9853557	Charley Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9233	0	0	0	0.0767	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-92.3-0-0-0-7.7
220	LTNC13	WRC296.001	20	35.2201	-82.95806	Cold Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67115	0.32425	0	0	0	0.00455	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-67.1-32.4-0-0-0-0.5
221	LTNC14	WRC302.001	20	35.2028632	-83.1893383	Gem Creek	0	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0.5526	0	0.1744	0.15645	0	0	0	0.01145	0-0-0-0-0-0-10.5-0-0-0-0-0-0-0-0-0-0-0-55.3-0-17.4-15.6-0-0-0-1.1
222	LTNC15	WRC306.001	20	35.2788805	-83.0250111	Jeff Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
223	LTNC16	WRC308.001	20	35.2016225	-83.2125065	Little Pine Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.701	0.2476	0	0	0	0.0513	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-70.1-24.8-0-0-0-5.1
224	LTNC17	WRC310.001	20	35.2564608	-83.1336517	Mill Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86215	0	0	0	0.1378	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-86.2-0-0-0-13.8
225	LTNC18	WRC311.001	20	35.167814	-83.1852347	Mill Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50465	0.473	0	0	0	0.0223	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-50.5-47.3-0-0-0-2.2
226	LTNC19	WRC318.001	20	35.2766748	-83.0144098	Sols Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4093	0.5699	0	0	0	0.02075	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40.9-57-0-0-0-2.1
227	LTNC2	NC02.001	42	35.48692	-83.18631	Soco Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
229	LTNC21	WRC322.001	20	35.2096888	-83.1164218	Trout Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9971	0	0	0	0	0.0029	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99.7-0-0-0-0-0.3
230	LTNC22	WRC119.001	20	35.2551992	-83.5906381	UT Otter Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9994	0	0	0	0.0006	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99.9-0-0-0-0.1
231	LTNC23	WRC022.001	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
232	LTNC24	WRC120.001	20	35.023508	-83.487356	Yellow Patch Branch	0	0	0	0	0	0	0.7194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2143	0	0	0	0	0.0662	0-0-0-0-0-0-71.9-0-0-0-0-0-0-0-0-0-0-0-0-0-21.4-0-0-0-0-6.6
233	LTNC25	WRC023.001	20	35.2455342	-83.8856125	Bear Creek	0	0	0	0	0	0	0	0	0.99655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00345	0-0-0-0-0-0-0-0-99.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.3
234	LTNC26	WRC025.001	20	35.3259869	-83.9640204	Wright Creek	0	0	0	0	0	0	0	0	0.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0-0-0-0-0-0-0-0-99.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.3
235	LTNC27	NC04.001	40	35.5288	-83.1922	Madcap Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
236	LTNC28	NC05.001	39	35.4902	-83.2151	Jenkin's Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999974359	0	0	0	0	0	2.5641E-05	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
237	LTNC29	NC06.001	24	35.4995	-83.1746	Rough Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939541667	0	0	0	0	0	0.060458333	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94-0-0-0-0-0-6
238	LTNC3	NC03.001	40	35.52025	-83.22418	Big Witch Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97155	0	0	0	0	0	0.0284	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-97.2-0-0-0-0-0-2.8
240	LTNC31	WRC376.001	40	35.26218	-84.04492	Tellico River	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
241	LTNC32	WRC377.001	34	35.25168	-84.0299	Round Mountain Branch	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
242	LTNC33	WRC378.001	31	35.27757	-83.99892	Snowbird Creek	0	0	0	0	0	0	0	0	0.998677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001322581	0-0-0-0-0-0-0-0-99.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
245	LTNC36	WRC384.001	28	35.384962	-83.079766	Dark Ridge Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
246	LTNC37	WRC109.001	19	35.39795	-83.993239	Slickrock Creek	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
247	LTNC38	WRC100.001	20	35.051127	-83.4433848	Henson Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94345	0	0	0	0	0	0	0.05665	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94.3-0-0-0-0-0-0-5.7
248	LTNC39	WRC103.001	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
250	LTNC40	WRC105.001	20	35.0812545	-83.2460064	Long Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1433	0	0.85085	0	0	0	0	0.0059	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.3-0-85.1-0-0-0-0-0.6
251	LTNC41	WRC107.001	20	35.2703011	-84.0475248	Peckerwood Creek	0	0	0	0	0	0	0	0	0.9967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033	0-0-0-0-0-0-0-0-99.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.3
252	LTNC42	WRC110.001	20	35.0512067	-83.2553861	Turtle Pond Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85015	0	0.1498	0	0	0	0	0.00005	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-85-0-15-0-0-0-0-0
253	LTNC43	WRC114.001	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
254	LTNC44	WRC115.001	20	35.2175734	-83.2342281	Wildcat Creek	0	0	0	0	0	0	0.29375	0	0	0	0	0	0	0	0	0	0	0	0.1075	0	0.3361	0.26275	0	0	0	0.0001	0-0-0-0-0-0-29.4-0-0-0-0-0-0-0-0-0-0-0-10.8-0-33.6-26.3-0-0-0-0
256	LTNC46	WRC118.001	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9842	0	0	0	0.01575	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-98.4-0-0-0-1.6
257	LTNC47	WRC267.001	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
258	LTNC48	WRC268.001	5	35.392	-83.133	(A) Sugarloaf Creek (below barrier)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.8	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-20-80-0-0-0-0
259	LTNC49	WRC269.001	19	35.388	-83.126	(A) UT Sugarloaf Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
270	LTNC58	WRC282.001	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
271	LTNC59	WRC283.001	20	35.347	-83.054	(D) Craig Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
272	LTNC6	WRC101.001	20	35.1570048	-83.2625388	Ledford Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613	0.387	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-61.3-38.7-0-0-0-0
273	LTNC60	WRC284.001	20	35.3360411	-83.05636282	(D) Frady Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
275	LTNC62	WRC299.001	20	35.4191386	-83.1907797	Fisher Creek	0	0	0	0	0	0	0	0	0.2007	0	0	0	0	0	0	0	0	0	0	0.1587	0	0.60255	0	0	0	0.03795	0-0-0-0-0-0-0-0-20.1-0-0-0-0-0-0-0-0-0-0-15.9-0-60.3-0-0-0-3.8
276	LTNC63	WRC304.002	19	35.333816	-83.3062694	Greens Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157894737	0.842105263	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.8-84.2-0-0-0-0
277	LTNC64	WRC305.001	20	35.2200232	-83.1506208	Hunter Jim Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
279	LTNC66	WRC309.001	20	35.2171902	-83.1048686	Little Trout Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
280	LTNC67	WRC312.001	20	35.2339737	-83.0196683	Neddie Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9492	0	0	0	0.05075	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94.9-0-0-0-5.1
281	LTNC68	WRC319.001	20	35.2847512	-82.9434836	Tanassee Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
282	LTNC69	WRC323.001	20	35.3482953	-83.1325927	Wayehutta Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98065	0	0	0	0.01935	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-98.1-0-0-0-1.9
283	LTNC7	WRC106.001	20	35.0980559	-83.1887634	Norton Prong	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14435	0	0.85165	0	0	0	0	0.004	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.4-0-85.2-0-0-0-0-0.4
284	LTNC70	WRC366.001	20	35.24075	-83.582694	Big Branch	0	0	0	0	0	0	0	0	0.9371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0629	0-0-0-0-0-0-0-0-93.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.3
285	LTNC71	WRC369.001	20	35.3657942	-83.0204091	Mull Creek	0	0	0	0	0	0	0.15775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78265	0	0	0	0.05955	0-0-0-0-0-0-15.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-78.3-0-0-0-6
286	LTNC72	WRC024.001	20	35.328906	-84.016292	Whigg Branch	0	0	0	0	0	0	0	0	0.2845	0	0	0	0	0	0	0	0	0	0	0	0.66635	0	0	0	0	0.0491	0-0-0-0-0-0-0-0-28.5-0-0-0-0-0-0-0-0-0-0-0-66.6-0-0-0-0-4.9
290	LTNC76	WRC116.001	20	35.039192	-83.574072	Buck Creek	0	0	0	0	0	0	0.9996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
291	LTNC77	WRC278.001	20	35.35	-83.088	(C) East Fork Moses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
292	LTNC78	WRC279.001	20	35.3312291	-83.1007775	(C) Moses Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
293	LTNC79	WRC280.001	20	35.338	-83.098	(C) Moses Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
294	LTNC8	WRC111.001	20	35.3374603	-83.3784729	Upper Long Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9996	0	0	0	0.0004	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
296	LTNC81	WRC285.001	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0	0	0	0	0	0	0.3171	0	0.11225	0	0	0	0	0	0	0	0	0	0	0	0.4728	0	0	0	0	0.0978	0-0-0-0-0-0-31.7-0-11.2-0-0-0-0-0-0-0-0-0-0-0-47.3-0-0-0-0-9.8
297	LTNC82	WRC286.001	20	35.332	-82.999	(F) Birch Ridge Creek	0	0	0	0	0	0	0.88095	0	0	0	0	0	0	0	0	0	0	0	0.1004	0	0	0	0	0	0	0.0187	0-0-0-0-0-0-88.1-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-1.9
298	LTNC83	WRC287.001	20	35.179	-83.076	(G) Cow Mountain Branch	0	0	0	0	0	0	0	0	0	0	0	0.4408	0	0	0	0	0	0	0	0	0.5052	0	0	0	0	0.054	0-0-0-0-0-0-0-0-0-0-0-44.1-0-0-0-0-0-0-0-0-50.5-0-0-0-0-5.4
299	LTNC84	WRC288.001	20	35.186	-83.078	(G) Mill Creek	0	0	0	0	0	0	0	0	0	0	0	0.13005	0	0	0	0	0	0	0	0	0.778	0	0	0	0	0.0919	0-0-0-0-0-0-0-0-0-0-0-13-0-0-0-0-0-0-0-0-77.8-0-0-0-0-9.2
300	LTNC85	WRC289.001	20	35.176	-83.061	(G) Packs Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9288	0	0	0	0	0.0712	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-92.9-0-0-0-0-7.1
301	LTNC86	WRC290.001	20	35.183	-83.082	(G) Shelton Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9524	0	0	0	0	0.04755	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-95.2-0-0-0-0-4.8
302	LTNC87	WRC291.001	20	35.2644016	-83.0185048	(H) Sols Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
303	LTNC88	WRC292.001	20	35.3523882	-83.0155009	Beechflat Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0
